artifactName,country,library,relicTime,material,moreUrl,imageUrl,size,description
侯马盟书,中国,山西博物馆,春秋,玉,https://www.shanximuseum.com/cms/a/751.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f220ad3085_1336_748_71_0.jpg,1965-1966年侯马市晋国遗址出土。在40多个祭祀坑内出土玉、石质盟书5000余件片，绝大多数为圭形，最长者32厘米，另有圆形及不规则形。辞文多以朱笔书写，少数为墨笔。文字可辨识者有656件，多则200余字，少则10余字。内容可分为主盟人誓辞、宗盟类、委质类、纳室类和诅咒类等五大类。对于主盟人和盟誓时间存在不同说法，多数学者认为，侯马盟书是春秋晚期至战国早期，以赵氏家族为首举行盟誓活动的约信文书，忠实地记录了晋国晚期强族间相互斗争的史实，具有政治档案的性质。它的发现对于研究晋国历史、古代盟誓制度及古文字等均有重大意义。,
虎饰匕形器,中国,山西博物馆,商,铜,https://www.shanximuseum.com/cms/a/745.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f1c814d254_1336_748_88_0.jpg,首宽4.6厘米。1959年石楼县桃花者出土。商代晚期“方国”青铜器。匕面一虎，大头长尾，衔物前行，虎目嵌绿松石。,
侯马盟书 ,中国,山西博物馆,春秋,玉,https://www.shanximuseum.com/cms/a/752.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f2326d4a11_1336_748_101_0.jpg,,
顺济龙王安济夫人诸龙神众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/801.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f56dfae54f.jpg,纵118、横61.5厘米。龙王之说，佛教、道教都有记载，民间传说也极广泛。这幅画表现了龙王在龙宫中生活的一个侧面。画中安济夫人端凝静穆服饰华丽，为古代贵妇形象。,
鹤神雌神雄神火血身黄血刃刀砧七煞诸神众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/803.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f58356ba64.jpg,纵116.5、横62.5厘米。画中武将八员，七男一女，大都作武士装。右上方一武士，高举长戟，背负喷射烈焰的葫芦。,
蚕官五鬼诸鬼神众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/802.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f57875a636.jpg,纵116.5、横61厘米。蚕官为司蚕之神。我国古代民间流传之蚕官为女神，而此画却为一官服老者。五鬼除着犊鼻裤者外，通身裸露，相貌狞恶。,
侯马盟书,中国,山西博物馆,春秋,玉,https://www.shanximuseum.com/cms/a/754.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f247337059_1336_748_98_0.jpg,1965-1966年侯马市晋国遗址出土。在40多个祭祀坑内出土玉、石质盟书5000余件片，绝大多数为圭形，最长者32厘米，另有圆形及不规则形。辞文多以朱笔书写，少数为墨笔。文字可辨识者有656件，多则200余字，少则10余字。内容可分为主盟人誓辞、宗盟类、委质类、纳室类和诅咒类等五大类。对于主盟人和盟誓时间存在不同说法，多数学者认为，侯马盟书是春秋晚期至战国早期，以赵氏家族为首举行盟誓活动的约信文书，忠实地记录了晋国晚期强族间相互斗争的史实，具有政治档案的性质。它的发现对于研究晋国历史、古代盟誓制度及古文字等均有重大意义。,
侯马盟书 ,中国,山西博物馆,春秋,玉,https://www.shanximuseum.com/cms/a/753.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f23d53e75d_1336_748_88_0.jpg,1965-1966年侯马市晋国遗址出土。在40多个祭祀坑内出土玉、石质盟书5000余件片，绝大多数为圭形，最长者32厘米，另有圆形及不规则形。辞文多以朱笔书写，少数为墨笔。文字可辨识者有656件，多则200余字，少则10余字。内容可分为主盟人誓辞、宗盟类、委质类、纳室类和诅咒类等五大类。对于主盟人和盟誓时间存在不同说法，多数学者认为，侯马盟书是春秋晚期至战国早期，以赵氏家族为首举行盟誓活动的约信文书，忠实地记录了晋国晚期强族间相互斗争的史实，具有政治档案的性质。它的发现对于研究晋国历史、古代盟誓制度及古文字等均有重大意义。,
佛坐像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/806.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f5bb8914f2.jpg,残高25.5厘米，宽19厘米，厚20厘米。刘静山先生捐赠。白石雕。佛像头部缺失，体态丰满，着通肩式大衣，双手残，结跏跌坐于圆形台座上，下身衣褶悬搭于座前，衣纹曲折生动。,
佛头像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/807.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f5c405f54e.jpg,高21厘米。1959年山西省沁县南涅水出土。佛作波纹式高肉髻，面相丰圆，双目微闭，鼻高隆，嘴微抿，双耳低垂，神情安详。,
曲德造佛三尊像龛,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/805.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f5adb2ef41.jpg,高33.5厘米，宽12厘米，厚9厘米。山西博物院旧藏。圆拱形尖楣龛，楣尖上方雕一佛二弟子像。佛作高肉髻，身着通肩大衣，双手合收于腹前，结跏跌坐于圆形台座上，二弟子面相长圆，双手亦合收腹前，盘坐于圆形台座之上。佛龛内主像作高肉髻，面相圆润，身着通肩广袖大衣，结跏跌坐于须弥台座上，双手施无畏与愿印。两侧胁侍菩萨头戴宝冠，面相长圆，一手置于腹前，一手置于身侧，下着贴体长裙，跣足立于台座上。台座下部浮雕双狮，并印刻造像记：“大唐麟德元年七月八日佛弟子曲德为亡妻赵敬造碑像一区……”,
佛半身像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/808.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f5cc70e6ff_1336_748_125_0.jpg,高61厘米，宽51厘米，厚25厘米。2005年山西省五台县佛光寺出土。螺发，矮肉髻，发中嵌有髻珠，面圆润，额前有白毫，微睑双目，阔鼻，厚唇，下颌丰满，身着帔帛，袒胸，下身残缺。涂金彩绘有脱落。,
弥勒坐像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/809.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c1781905c112_1336_749_118_0.jpg,高50厘米，底座宽37.5厘米。山西博物院旧藏。头部缺失，身着通体大衣，胸部袒露，衣纹凸起向上弯曲，呈水波纹紧贴于身，左臂搭于膝盖之上，右肘弯曲，手臂残缺，双腿垂坐在方形石台上，脚部缺失。,
造像石,中国,山西博物馆,北齐,石,https://www.shanximuseum.com/cms/a/764.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f2eb66550c_1336_748_138_0.jpg,下宽38，上宽38，高52厘米；造像主尊高36厘米。,
佛坐像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/810.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c1780e562398.jpg,高58厘米，底座直径33厘米。山西博物院旧藏。螺发，高肉髻，耳下垂，面方圆，弯眉窄鼻，下颌丰满。身穿帔帛，内着僧祗支，结跏跌坐于圆台之上，左手自然垂放膝盖之上，右臂残缺。,
造像石,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/767.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f329303329_1336_748_128_0.jpg,下宽35，上宽33，高41厘米；造像主尊高23厘米。,
造像石,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/765.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f312c4e069_1336_748_118_0.jpg,下宽35，上宽33，高39厘米；造像主尊高25厘米。,
造像石,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/766.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f31f941e6b_1336_748_125_0.jpg,下宽34，上宽31，高40厘米；造像主尊高27.5厘米。,
造像石,中国,山西博物馆,北齐,石,https://www.shanximuseum.com/cms/a/769.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f33b6ea624_1336_748_142_0.jpg,下宽44，上宽44，高44厘米；造像主尊高24.5厘米。,
造像石,中国,山西博物馆,北齐,石,https://www.shanximuseum.com/cms/a/768.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f3332cc023_1336_748_118_0.jpg,下宽43，上宽43，高44厘米；造像主尊高27.5厘米。,
普贤菩萨,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/782.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4c222937e.jpg,纵126、横62厘米。普贤为释迦摩尼佛的右胁侍，象征“理”德。塑像骑白象。相传其应化说法的道场在四川省峨眉山。,
造像石,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/772.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f357942b33_1336_748_115_0.jpg,下宽40，上宽39，高53厘米；造像主尊高26厘米。,
造像石,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/771.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f34e25b6d2_1336_748_128_0.jpg,下宽39，上宽39，高53厘米；造像主尊高29厘米。,
造像石,中国,山西博物馆,北齐,石,https://www.shanximuseum.com/cms/a/770.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f34448e809_1336_748_121_0.jpg,下宽36，上宽36，高35厘米；造像主尊高20.5厘米。,
大威德大力明王,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/783.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4cb533104.jpg,纵122、横63厘米。此画上端绘一趺坐菩萨。下绘大力明王竖发怒目张口，现三头六臂相，坐于妖魔鬼怪之上。明王四肢肌肉坚强，孔武有力。,
大威德甘露军咤明王,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/786.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4ea00f99e.jpg,纵120.5、横61.5厘米。此画上端绘一趺坐菩萨，四周围绕行云和飘带。明王怒发冲天，现三头八臂相，箕踞于麒麟身上。,
大威德变现忿怒大轮明王,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/784.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4d4938fb1.jpg,纵121.5、横62.5厘米。此画上端绘一趺坐菩萨。明王青目獠牙，竖发怒目，现三头六臂相，上身赤裸，飘带缭绕。上右手举月，上左手举日，骑一大马，座下左右两龙伏卧，中有一怪物举首仰望。,
迦力迦尊者、佛陀罗尊者,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/787.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4f0b59370.jpg,纵125、横61厘米。此画绘密树浓阴中，右方一尊者坐于椅上；左方一短须尊者手执佛塵，趺坐于磐石上。前有一童子合十参拜，下立一人手捧宝珠。从相貌服饰看，很似从西方来的域外信徒。,
罗怙罗尊者、耶迦犀尊者,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/788.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4fa3a74b8.jpg,纵119.5、横61厘米。此画绘两尊者坐于棕树下，上画一老年尊者身披袈裟坐于磐石蒲团之上，一手作势，双目瞩望。旁边石上置经一函、壶一把。下面一年轻尊者合十坐于磐石地毯上。两尊者姿态不同，神情各异。左下角有年貌不同的两僧相向而立。,
大梵天主诸神众 ,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/792.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f519ef2b30.jpg,纵117、横61.5厘米。左方一王者形象为大梵天主，头戴五梁冠，白面长须，宽袍广袖，右手执熏炉，立于云端。两人手捧珍宝侍立于后。两臣执圭侍侧，后随两武士高举幡幢，作出游状。,
大梵天无色界上四天并诸天众 ,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/791.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f512b3ac11.jpg,纵119、横61.5厘米。色界四禅天中，初禅天之王为大梵天。画中共十人，分两层。下层左方一人云鬟翠翘，胸垂宝饰，当为大梵天。其后三人，二人持盘，一人捧经侍立。上层六人为诸天，或捧经卷，或合十而立，似妙龄少女礼佛于香烟缭绕之中。其中一人举袖凝眸而立，尤为婀娜多姿。,
阿氏多尊者、荼畔咤迦尊者,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/789.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f5023732b9.jpg,纵120、横61厘米。此画一青年尊者坐于禅床专心阅读，旁有一童捧书侍立；另一深目高鼻的老年尊者正全神贯注伏案写经。旁也有一童侍立。一幼狮昂首摇尾趋于案前。整幅画面静谧安祥，人物内心活动刻画细微。,
天藏菩萨,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/790.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f50944d08a.jpg,纵120、横61.5厘米。正中绘天藏菩萨，双手合十，袒胸跣足，飘带长裙，璎珞被体，立于青莲之上。两旁侍女羽衣飘带，执幡侍立，颇具虔谨之态。,
欲界十二天主诸天众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/793.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f521c189cf.jpg,纵116.8、横61.5厘米。欲界为三界之一。欲界十二天按曼陀罗之配位为：大自在天、帝释天、火天、梵天、日天、毗沙门天、焰魔天、地天、月天、风天、水天、罗刹天。画中十二人即欲界十二天主，俱头戴五梁冠，身穿袍服，足登云履，双手执圭，有帝王形象。,
天蓬天猷翊圣玄武真君,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/797.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f548990236.jpg,纵119.2、横62厘米。传说北极紫微大帝有四将保卫。四将为天蓬大元帅、天猷副元帅、翊圣黑杀将军、佑圣玄武将军。画中四将上为天蓬和天猷，下为玄武和翊圣。整幅画面飘带气舞，气氛紧张，是一副武将出征图。,
天地水府三官大帝众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/796.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f53f6dc2cb.jpg,纵118.5、横62.5厘米。三官大帝是道教供奉之神，始于汉末张陵之五斗米道。张陵以符咒治病号召徒众，治病时将患者姓名书于三纸上，一置山上，一埋地下，一沉水中，称为三官手书。画中前列三人为天、地、水三官形象，后三人为侍从。此画布局错落有致，颇具特色。,
大威德菩萨众 ,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/794.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f5293e678a.jpg,纵117.5、横61厘米。大威德菩萨面相丰腴，袒胸跣足，钗凤盈头，璎珞垂胸，袈裟被体，足登白莲。二女各举幡幢，侍立于左右。,
匡野四将神祗等众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/795.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f5316d5bbb.jpg,纵119、横62.5厘米。匡野四将为四方大将，即：东方乐欲大将、南方檀帝大将、西方善现大将、北方散脂大将。四将各有五百眷属，率二十八部鬼神，守护佛法。画中四将俱戴盔披甲，手执武器。在云雾中，飘带气扬，颇有目空一切、勇猛跋扈之姿。,
主苗主稼主病主药五谷神众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/800.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f561dc1798.jpg,纵117、横61厘米。此画共绘八神。右方一老农双手持谷穗，是主稼穑之神。左旁一束发长须郎中手持灵芝，系主医药之神。中间一力士双手抱石（也可能是土块），当为五谷神。后面五名武士，俱戴盔披甲手执武器，为代表五种谷物之神。,
天曹府君天曹掌禄主算判官诸司判官等众,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/798.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f551015c15.jpg,纵117、横60厘米。画分两层。下层左方画两位高官，头戴展翅幞头，身着长袍，执圭，当系天曹府君和天曹掌禄。后有两官捧卷侍立，旁一短衣挎包随从。上层五人头戴垂翅幞头，穿长袍皂靴，当为判官，虽面目狰狞而意态自然。,
