id,artifactName,artifactName_chinese,country,relicTime,relicTime_chinese,material,material_chinese,library,library_chinese,size,size_chinese,description,description_chinese,moreUrl,imageUrl
29,二十四孝故事陶塑,二十四孝故事陶塑,中国,金,金,陶,陶,山西博物馆,山西博物馆,高10～28厘米，座长21～28厘米，下宽42～43厘米。,高10～28厘米，座长21～28厘米，下宽42～43厘米。,1979年稷山县马村出土。置于墓室四壁回廊下，共24组，塑造有57人，原刻有编号数字，少数有题名。自东边南端按逆时针方向顺序排列如下:1. 舜耕历山；2.闵损单衣顺母；3.郯子鹿乳奉母；4.曹娥哭江寻父；5.郭巨埋儿孝母；6.王祥卧冰求鱼；7.刘殷泽中哭堇；8.杨香搤虎；9.赵孝守舍己救弟；10.鲁义姑舍子救侄；11.内容不详；12.董永卖身葬父；13.鲍出贼营救母；14.田氏兄弟哭活紫荆树；15.丁兰刻木奉亲；16.孟宗哭竹生笋；17.杨乙乞养双亲；18.韩伯愈泣笞伤母；19.崔孝芬事婶如母；20.王武子妻割股奉亲；21.原谷谏父；22.蔡母噬指痛心；23.刘明达卖子孝父母；24.陆绩怀橘遗亲。全套作品造型生动，人物传神，情景交融，是迄今发现的二十四孝题材中唯一一套陶塑作品。孝道是民族传统的重要组成，孝子故事的绘画和雕刻汉以来屡见不鲜。“二十四孝”盛行于金元时期，内容组合大同小异。,1979年稷山县马村出土。置于墓室四壁回廊下，共24组，塑造有57人，原刻有编号数字，少数有题名。自东边南端按逆时针方向顺序排列如下:1. 舜耕历山；2.闵损单衣顺母；3.郯子鹿乳奉母；4.曹娥哭江寻父；5.郭巨埋儿孝母；6.王祥卧冰求鱼；7.刘殷泽中哭堇；8.杨香搤虎；9.赵孝守舍己救弟；10.鲁义姑舍子救侄；11.内容不详；12.董永卖身葬父；13.鲍出贼营救母；14.田氏兄弟哭活紫荆树；15.丁兰刻木奉亲；16.孟宗哭竹生笋；17.杨乙乞养双亲；18.韩伯愈泣笞伤母；19.崔孝芬事婶如母；20.王武子妻割股奉亲；21.原谷谏父；22.蔡母噬指痛心；23.刘明达卖子孝父母；24.陆绩怀橘遗亲。全套作品造型生动，人物传神，情景交融，是迄今发现的二十四孝题材中唯一一套陶塑作品。孝道是民族传统的重要组成，孝子故事的绘画和雕刻汉以来屡见不鲜。“二十四孝”盛行于金元时期，内容组合大同小异。,https://www.shanximuseum.com/cms/a/680.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0dfcd3bfa21.jpg
30,胡人吃饼骑驼俑,胡人吃饼骑驼俑,中国,隋代,隋代,陶,陶,山西博物馆,山西博物馆,高45.7厘米,高45.7厘米,"隋•开皇十五年(公元595年)山西省太原市沙沟村斛律彻墓出土,骆驼体格健硕、神态生动，曲颈昂首，张口做嘶鸣状。骆驼背上满载货物，还有一个胡人坐在货囊上。他头戴圆顶毡帽，身穿圆领窄袖长袍，腰系带，左手半握，原本应当手中拿着什么。右手拿一张饼，送向口边。这件陶俑造型生动，刻画了满载着货物的商人，嚼着随身携带的饼子，风尘仆仆地奔波在丝绸之路上。","隋•开皇十五年(公元595年)山西省太原市沙沟村斛律彻墓出土,骆驼体格健硕、神态生动，曲颈昂首，张口做嘶鸣状。骆驼背上满载货物，还有一个胡人坐在货囊上。他头戴圆顶毡帽，身穿圆领窄袖长袍，腰系带，左手半握，原本应当手中拿着什么。右手拿一张饼，送向口边。这件陶俑造型生动，刻画了满载着货物的商人，嚼着随身携带的饼子，风尘仆仆地奔波在丝绸之路上。",https://www.shanximuseum.com/cms/a/685.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e181ac0920.jpg
31,黄绿釉琉璃莲蓬蹲狮香炉,黄绿釉琉璃莲蓬蹲狮香炉,中国,明,明,陶,陶,山西博物馆,山西博物馆,通高57厘米，口径24厘米。,通高57厘米，口径24厘米。,1982年离石县出土。红坩土塑形，质地坚硬，束颈，鼓腹，双耳稍外撇，兽首形三足。腹部雕龙戏牡丹，寓意“龙串富贵”。耳下牡丹怒放，颈部缠枝花纹。炉盖荷叶莲蓬，束腰如蒂。莲蓬上蹲狮张口吐舌，抓带戏耍，造型别致。通体施黄、绿、白三色釉，色彩淡雅，凝重大气。炉口内沿刻有：“已丑年壬申月已酉日辛时朱成造”铭文，耳刻有“呼延”二字。是明代琉璃佳品。,1982年离石县出土。红坩土塑形，质地坚硬，束颈，鼓腹，双耳稍外撇，兽首形三足。腹部雕龙戏牡丹，寓意“龙串富贵”。耳下牡丹怒放，颈部缠枝花纹。炉盖荷叶莲蓬，束腰如蒂。莲蓬上蹲狮张口吐舌，抓带戏耍，造型别致。通体施黄、绿、白三色釉，色彩淡雅，凝重大气。炉口内沿刻有：“已丑年壬申月已酉日辛时朱成造”铭文，耳刻有“呼延”二字。是明代琉璃佳品。,https://www.shanximuseum.com/cms/a/681.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/15/s5c14cda6da7d0.png
32,灰陶绳纹甗,灰陶绳纹甗,中国,夏,夏,陶,陶,山西博物馆,山西博物馆,高22.8厘米，口径16厘米。,高22.8厘米，口径16厘米。,灰陶，侈口，窄沿，深腹，上腹两侧有“鋬耳”下腹缓收成鬲分裆，三足外撇，甑与甬之间附加堆纹一周，整个器物拍印绳纹。,灰陶，侈口，窄沿，深腹，上腹两侧有“鋬耳”下腹缓收成鬲分裆，三足外撇，甑与甬之间附加堆纹一周，整个器物拍印绳纹。,https://www.shanximuseum.com/cms/a/686.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e192ea549c.jpg
33,铜镜范,铜镜范,中国,春秋,春秋,陶,陶,山西博物馆,山西博物馆,直径13厘米，厚2.8厘米。,直径13厘米，厚2.8厘米。,陶范花纹呈圆形，由内向外有四圈纹饰，分别是：中心空白，一圈水禽(鸭子)，二圈四鱼，三圈七走兽，四圈贝纹(连成一圈)，圈与圈之间有双玄纹过渡。,陶范花纹呈圆形，由内向外有四圈纹饰，分别是：中心空白，一圈水禽(鸭子)，二圈四鱼，三圈七走兽，四圈贝纹(连成一圈)，圈与圈之间有双玄纹过渡。,https://www.shanximuseum.com/cms/a/687.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e19dfc4ab2.jpg
34,龙凤纹玉圭形饰,龙凤纹玉圭形饰,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长10.3厘米，宽3.8厘米。,长10.3厘米，宽3.8厘米。,1992年曲沃县北赵村晋侯墓地31号墓出土。置于墓主人腹部，已沁呈褐色。双面刻有形制相同的凤鸟纹和龙纹。凤鸟有冠，弯喙，圆眼，展翅，尾羽上卷，蟠曲回旋至凤喙，凤爪置于龙身；龙身蟠曲，卷鼻，臣字目，吻前有一穿孔，内嵌绿松石。纹饰多以斜切线和较细的阴线相配合的技法，勾勒双线轮廓，颇为精致。,1992年曲沃县北赵村晋侯墓地31号墓出土。置于墓主人腹部，已沁呈褐色。双面刻有形制相同的凤鸟纹和龙纹。凤鸟有冠，弯喙，圆眼，展翅，尾羽上卷，蟠曲回旋至凤喙，凤爪置于龙身；龙身蟠曲，卷鼻，臣字目，吻前有一穿孔，内嵌绿松石。纹饰多以斜切线和较细的阴线相配合的技法，勾勒双线轮廓，颇为精致。,https://www.shanximuseum.com/cms/a/690.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1d147edc1.jpg
35,彩绘骑马武士俑,彩绘骑马武士俑,中国,北齐,北齐,陶,陶,山西博物馆,山西博物馆,通高30.7厘米，马高26.5厘米。,通高30.7厘米，马高26.5厘米。,广额丰颐长圆形脸，头戴卷边长裙红帽，有围脖。身穿细长袖内衣，外罩短袖黑甲盔，甲表缀十五枚桃形饰，白色细裤口裤。红络头，颈系桃形红樱，络头齐全，黑鞍，马背上铺有黑色障泥。镶红边鞯，前有攀胸，后有鞧，均缀黑花。,广额丰颐长圆形脸，头戴卷边长裙红帽，有围脖。身穿细长袖内衣，外罩短袖黑甲盔，甲表缀十五枚桃形饰，白色细裤口裤。红络头，颈系桃形红樱，络头齐全，黑鞍，马背上铺有黑色障泥。镶红边鞯，前有攀胸，后有鞧，均缀黑花。,https://www.shanximuseum.com/cms/a/688.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1aa9e2062.jpg
36,举手人物范,举手人物范,中国,东周,东周,陶,陶,山西博物馆,山西博物馆,长9.8厘米，宽7.3厘米，最厚5厘米。,长9.8厘米，宽7.3厘米，最厚5厘米。,1957年侯马晋国遗址出土。复合范。形象为一人站立，双手上举，十指并拢，似托物状。头戴月牙形“冠”。着长衣，长及脚面，衣上饰宽条，内填纤细斜角雷纹。系腰带，打双蝴蝶结，穗下垂。,1957年侯马晋国遗址出土。复合范。形象为一人站立，双手上举，十指并拢，似托物状。头戴月牙形“冠”。着长衣，长及脚面，衣上饰宽条，内填纤细斜角雷纹。系腰带，打双蝴蝶结，穗下垂。,https://www.shanximuseum.com/cms/a/689.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1b745fcce.jpg
37,玉人,玉人,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高6.3厘米。,高6.3厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。由头发、身体和腿部三部分组成，有上下直通的穿孔可将三部分串连起来。头发碧玉雕刻，发梢齐额；人体黄褐色圆雕，阔鼻平嘴，耳下有坠饰。以三角等纹饰来表现衣纹。胸前刻对称的圆圈纹，束腰，双臂下垂，下端略呈梯形。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。由头发、身体和腿部三部分组成，有上下直通的穿孔可将三部分串连起来。头发碧玉雕刻，发梢齐额；人体黄褐色圆雕，阔鼻平嘴，耳下有坠饰。以三角等纹饰来表现衣纹。胸前刻对称的圆圈纹，束腰，双臂下垂，下端略呈梯形。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/691.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1ddcb931b.jpg
38,玉人,玉人,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高9.1厘米，宽3.3厘米。,高9.1厘米，宽3.3厘米。,1992年曲沃县北赵村晋侯墓地8号墓出土。整体以斜切刀法刻成的阴线勾勒轮廓。浓眉大眼，宽鼻扁嘴。衣高领，领下左侧开短衽，束腰，下呈梯形，中有箭镞形蔽膝，左右脚跟相连，脚尖向外上翘。玉人后脑可见直发，发饰为双龙纹，二龙头下抵肩部，中间镂空，上端卷起形成一穿孔。墓主人为晋献侯。,1992年曲沃县北赵村晋侯墓地8号墓出土。整体以斜切刀法刻成的阴线勾勒轮廓。浓眉大眼，宽鼻扁嘴。衣高领，领下左侧开短衽，束腰，下呈梯形，中有箭镞形蔽膝，左右脚跟相连，脚尖向外上翘。玉人后脑可见直发，发饰为双龙纹，二龙头下抵肩部，中间镂空，上端卷起形成一穿孔。墓主人为晋献侯。,https://www.shanximuseum.com/cms/a/693.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1f6b91b44.jpg
39,玉神面,玉神面,中国,新石器时代,新石器时代,玉,玉,山西博物馆,山西博物馆,高3.5厘米，宽6.5厘米。,高3.5厘米，宽6.5厘米。,2002年襄汾县陶寺遗址出土。扁平体，整体大致呈倒三角形，系一抽象的神人形象。顶部轮廓戴有冠，两侧伸出并上弯，似一种翼状的发式。双眼镂空，似半睁半合，下部三角处钻圆孔一个，似神人之嘴，又可以作为一个穿孔。玉质润泽，造型凝炼，神态安详神秘，应是祭祀神的礼器。体现了墓主人尊贵的身份。,2002年襄汾县陶寺遗址出土。扁平体，整体大致呈倒三角形，系一抽象的神人形象。顶部轮廓戴有冠，两侧伸出并上弯，似一种翼状的发式。双眼镂空，似半睁半合，下部三角处钻圆孔一个，似神人之嘴，又可以作为一个穿孔。玉质润泽，造型凝炼，神态安详神秘，应是祭祀神的礼器。体现了墓主人尊贵的身份。,https://www.shanximuseum.com/cms/a/694.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c1751a44a99d.jpg
40,鸟形玉戈,鸟形玉戈,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长15.9厘米。,长15.9厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。黄褐色，前部为戈，内后为一立鸟，圆眼弯喙，腭下有长肉垂，足爪粗壮，尾羽及地，足下有穿孔。此器纹饰皆用单阴线。晋人崇鸟，鸟形器、鸟形纹，比比皆是。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。黄褐色，前部为戈，内后为一立鸟，圆眼弯喙，腭下有长肉垂，足爪粗壮，尾羽及地，足下有穿孔。此器纹饰皆用单阴线。晋人崇鸟，鸟形器、鸟形纹，比比皆是。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/692.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1e714c9f0.jpg
41,玉螳螂,玉螳螂,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长7厘米。,长7厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。白玉片雕，一大一小两只螳螂，大者在上，体态修长，大腹宽尾，曲肢斜伸，以爪抚摩着下面的小螳螂头顶。小者躬身，头尾及地，肢爪屈缩。皆圆眼微凸，腹部呈节状。肢体只用几道单阴线表现，风格简约。学者认为当是雌雄螳螂正在交配的情景。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。白玉片雕，一大一小两只螳螂，大者在上，体态修长，大腹宽尾，曲肢斜伸，以爪抚摩着下面的小螳螂头顶。小者躬身，头尾及地，肢爪屈缩。皆圆眼微凸，腹部呈节状。肢体只用几道单阴线表现，风格简约。学者认为当是雌雄螳螂正在交配的情景。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/697.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e23554a213.jpg
42,菩萨头像,菩萨头像,中国,北齐,北齐,石,石,山西博物馆,山西博物馆,高35厘米。,高35厘米。,1959年山西省沁县南涅水出土。菩萨头戴高冠，面相圆润，细眉弯长，双目低垂，鼻高耸，嘴轻抿，嘴角上翘，长耳下垂，一副慈悲为怀的神情。,1959年山西省沁县南涅水出土。菩萨头戴高冠，面相圆润，细眉弯长，双目低垂，鼻高耸，嘴轻抿，嘴角上翘，长耳下垂，一副慈悲为怀的神情。,https://www.shanximuseum.com/cms/a/739.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e43d3a9a69.jpg
43,缀玉覆面,缀玉覆面,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,鼻长8.5厘米，宽3.3厘米。,鼻长8.5厘米，宽3.3厘米。,1993年曲沃县北赵村晋侯墓地62号墓出土。置于墓主头部，由48件形制各异的玉片组成。除周边一圈带平齿的梯形缀片外，皆雕刻有纹饰，多以双阴线琢刻。眉、眼以碧玉制作，玉质上乘。墓主人为晋穆侯夫人。,1993年曲沃县北赵村晋侯墓地62号墓出土。置于墓主头部，由48件形制各异的玉片组成。除周边一圈带平齿的梯形缀片外，皆雕刻有纹饰，多以双阴线琢刻。眉、眼以碧玉制作，玉质上乘。墓主人为晋穆侯夫人。,https://www.shanximuseum.com/cms/a/696.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c17526eb0faf.jpg
44,玉鹰,玉鹰,中国,商,商,玉,玉,山西博物馆,山西博物馆,高10.3厘米，宽4.3厘米。,高10.3厘米，宽4.3厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。商代遗物。青绿色，局部有褐色青斑。圆雕立鹰，头上有龙冠，其龙首较大，有瓶形角，臣字目，龙口张开，齿外露，咬住鹰首突起物。体躯短小，尾上卷恰似鹰冠 ，并刻有鳞纹。玉鹰钩喙，方目，鼓胸，双翼略翘，作展翅状，腿粗壮，爪作钩抓状，尾部及地。颈部饰鳞纹，胸腹饰卷云纹。纹饰精致，线条娴熟流畅。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。商代遗物。青绿色，局部有褐色青斑。圆雕立鹰，头上有龙冠，其龙首较大，有瓶形角，臣字目，龙口张开，齿外露，咬住鹰首突起物。体躯短小，尾上卷恰似鹰冠 ，并刻有鳞纹。玉鹰钩喙，方目，鼓胸，双翼略翘，作展翅状，腿粗壮，爪作钩抓状，尾部及地。颈部饰鳞纹，胸腹饰卷云纹。纹饰精致，线条娴熟流畅。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/695.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e21407d86c.jpg
