artifactName,country,relicTime,material,library,size,description,moreUrl,imageUrl
Porträt des Dörbed-Fürsten Buyan Tegüs,中国,um 1755 (18. Jh.),Ölmalerei auf Papier,Ethnologisches Museum,"Passepartout: 83,1 x 67 cm,Höhe x Breite: Bildausschnitt 69,8 x 53,8 cm,Höhe x Breite: 71 x 55,5 cm lt. KK",,https://id.smb.museum/object/146723/portrat-des-dorbed-fursten-buyan-tegus,https://recherche.smb.museum/images/61/6177125-xl_1200x1200.jpg
Lochmünze,中国,,Metall,Ethnologisches Museum,Objektmaß: D: 9 cm,,https://id.smb.museum/object/146780/lochmunze,https://recherche.smb.museum/images/49/496976_1200x1200.jpg
Lichtschirm aus Elfenbeintafel und Holzständer,中国,Qing (Mandschu) –Dynastie (Anfang),Elfenbeinzahn; Holz,Ethnologisches Museum,"Objektmaß: 27,2 x 15,2 x 8,5 cm (gesamt),Objektmaß: 19,5 x 10,8 x 0,5 cm (Tafel)","Der Lichtschirm besteht aus einer Elfenbeintafel in einem geschnitzten Holzständer. Die hoch-rechteckige Tafel ist auf beiden Seiten beschnitzt. Auf der einen Seite sieht man einen abwärts hängenden Ast vom wilden Pfirsich mit blüten und blättern, sowie eine fliegende Ente, umrahmt von einem umlaufenden Wellenmotiv. Die andere Seite zeigt mit der gleichen Umrahmung eine Hofecke mit einer Tür, auf die ein Betrunkener vielleicht der Dichter Li T´ai-peh zugeht, gestützt auf einen dienenden Knaben und einen vornehmen Freund.
Vor der Gruppe befindet sich ein gemauertes rechteckiges Becken mit Zierfelsen und Zwergbaum. Über die ziegelgedeckte Hofmauer ragen die Dächer zweier Häuser hinweg, vor denen eine Kiefer und ein Gingkobaum stehen. Hinter der Mauerecke sieht man die Kuppe eines Zierfelsens und einen Baumwipfel. Links oben der Vollmond und ziehende Wolken. Die Tafel wird in die Nuten von zwei seitlich angebrachten Pfeilern des Ständers
geschoben und ruht unten auf einem durchbrochen geschnitzten Querbrett, das die von vorn nach hinten gehenden Füsse verbindet. Reich geschnitzte Streben und Querleisten geben dem Ständer Halt.
Publ.: Werner, Antje;  Kulturwandel im qingzeitlichen China: die chinesische Möbelsammlung im Ethnologischen Museum Berlin (Dissertation), 2001, Nr. 53",https://id.smb.museum/object/146781/lichtschirm-aus-elfenbeintafel-und-holzstander,https://recherche.smb.museum/images/49/496926_1200x1200.jpg
Schlachtenbild zur Serie des Feldzuges gegen die Miao,中国,,Kupfer,Ethnologisches Museum,"Höhe: 59,5 cm,Breite: 91,5 cm,Gewicht: 12 kg",Sechzehnte Kupferdruckplatte aus der Serie „Miao (Hunan) Kampagne“ 1795: Die Eroberung des Miao-Palisade bei Shilong (攻克石隆苗寨 The Victorious Battle at Shilong),https://id.smb.museum/object/808000/schlachtenbild-zur-serie-des-feldzuges-gegen-die-miao,https://recherche.smb.museum/images/58/5830899_1200x1200.jpg
Porträt des Gendün,中国,um 1755 (-1766),Ölfarben auf Papier,Ethnologisches Museum,"Blattmaß: 70,5 x 55,1 cm,Kartonformat: 72 x 56,5 cm,Höhe x Breite: 70,5 x 55 cm lt. KK","stammt aus dem ""Mongolenpalast"" in Peking; Nr. 7 der Serie der Dörbedfürsten.",https://id.smb.museum/object/146720/portrat-des-gendun,https://recherche.smb.museum/images/61/6177119-xl_1200x1200.jpg
Die Entgegennahme der gefangenen Kin-Tschuan- Fürsten vor dem Kaiser - Ansicht 15 zum Jinchuan-Feldzug Kaiser Qianlongs (1775/76),中国,1913,"Papier, schwarze Druckfarbe",Ethnologisches Museum,"Höhe x Breite: Plattenmaß: 58 x 93,5 cm",Neuzeitlicher  Druck von der Kupferplatte Ident. Nr. I D 31747,https://id.smb.museum/object/146800/die-entgegennahme-der-gefangenen-kin-tschuan--fursten-vor-dem-kaiser---ansicht,https://recherche.smb.museum/images/25/2567069_1200x1200.jpg
Tuschwassergefäß,中国,"Tongzhi-Periode, um 1870",Speck-Stein,Ethnologisches Museum,"Objektmaß: H: 5,6 cm, B: 15,2 cm","Aus rotbraunem Speckstein mit hellen und schwarzen Flecken. Geschnitzter Pfirsichzweig mit Felsgruppe, darin eingebettet ovale Wanne als Wasserbehälter zum Tuschereiben.",https://id.smb.museum/object/146782/tuschwassergefass,https://recherche.smb.museum/images/59/598064_1200x1200.jpg
Mützenknopf,中国,19. Jh.,Emaille; Messing,Ethnologisches Museum,"Höhe x Durchmesser: 5 x 3,7 cm","Hutknöpfe dieser Art dienten als Rangabzeichen der Beamten (Mandarin) zur Kaiserzeit Chinas. Jedem Beamten-Posten war ein bestimmter Rang zugeordnet. Es gab neun Basis-Ränge, nummeriert von 1 für den höchsten bis 9 für den niedrigsten Rang. Dieser Hutknopf einer durchbohrten rosa Korallenkugel, die auf einem flach-keglförmigen Sockel aus vergoldetem Messingfiligran befestigt ist, war für&nbsp;Beamte der 1. Klasse (laut alter KK&nbsp;""Mützenknopf 2. Kl."") Die Hutknöpfe&nbsp;(auch als Juwel bezeichnet) befanden sich genau auf der Spitze der typischen runden Mandarinhüte und&nbsp;gehörten zur klassischen Amtstracht. Sie bestehen aus je einer Kugel aus echtem Edelstein wie Saphir oder Rubin, um Halbedelsteine wie Bergkristall, Lapislazuli und hellem Opal, aus farblosem oder gefärbtem Glas, Stein, Koralle, Elfenbein, Metall oder auch&nbsp;Silber. Einige sind auf kunstvoll gearbeiteten&nbsp;Metallsockeln angebracht.",https://id.smb.museum/object/146807/mutzenknopf,https://recherche.smb.museum/images/58/5881090_1200x1200.jpg
Schröpfkopf,中国,20. Jh.(2. Hälfte des),Bambus,Ethnologisches Museum,"Höhe x Durchmesser: 9,5 x 5,4 cm,Gewicht: 36 g",,https://id.smb.museum/object/137541/schropfkopf,https://recherche.smb.museum/images/50/5011572_1200x1200.jpg
"念佛來生四方公㨿引Nian fo lai sheng si fang gong ju yin, buddhistischer Text.",中国,vor 1832,Holz,Ethnologisches Museum,"Objektmaß: 75 x 49 x 4 cm,Gewicht: 7,4 kg","Unter der Titelzeile drei buddhistische Figuren:: Amitabha in der Mitte, links Kuan-yin (Avalokitesvara) und rechts Wen-shu (samanthabhadra), deren Füße auf Lotosblüten stehen. Darunter ist das Tor der Unterwelt zu sehen mit der ""Goldenen Brücke"" (die über den Fluß der Unterwelt führt) dahinter, über die zwei erlöste Seelen, begleitet von Paradiesboten mit Bannern, gehen, die am anderen Ufer von Engeln erwartet werden. Unter diesem Bildteil steht der Text. Die Tafel ist eingerahmt von zwei Drachen mit der Perle oben und unten und an den Seiten von Abbildungen der vier großen Himmelskönige.
Übersetzung der chinesischen Schriftzeichen: Wenn man immer an Buddha denkt und sein Leben nach ihm ausrichtet, dann kann man in des westliche Paradies geführt werden (gelangen).- (Aus dem Karteikartentext der Zeit um 1980).

Nachbemerkung Siegmar Nahser (Februar 2013):
 Neun weitere Druckstöcke aus dieser Erwerbung zählen zu den Kriegsverlusten.  Ein im Jahre 1908 erworbener Abzug dieser Platte  befindet sich ebenfalls im Berliner Museum (Inv. Nr. I D 22430).",https://id.smb.museum/object/146928/%E5%BF%B5%E4%BD%9B%E4%BE%86%E7%94%9F%E5%9B%9B%E6%96%B9%E5%85%AC%E3%A8%BF%E5%BC%95nian-fo-lai-sheng-si-fang-gong-ju-yin-buddhistischer-text,https://recherche.smb.museum/images/24/2414_1200x1200.jpg
Winterkappe eines Beamten mit Mützenknopf,中国,"Qing (Mandschu) –Dynastie (Ende), vor 1907",Textil; Glas; Messing; Fell,Ethnologisches Museum,Höhe x Durchmesser: 13 x 21 cm,"Winterkappe eines chinesischen Beamten der IV. Klasse.Zur Amtstracht eines Beamten (Mandarin) zur Kaiserzeit Chinas gehörten neben einer kostbaren Drachenrobe, passenden Stiefeln und Accessoires wie Siegelringe noch die typischen runden Mandarinhüte. Im Sommer wurden konisch, spitz zulaufende Spitzkappen ohne Rand getragen. Der Winterhut hatte eine breite, umlaufende Krempe aus Seide, Nerz oder Seehundfell. Auf der Spitze des Hutes befindet sich ein den Rang des Mandarin bezeichnender Hutknopf, hier in blauer Farbe. Daneben eine Hülse zum Einstecken einer Pfauenfeder, die bei zeremoniellen Anlässen getragen wurde.",https://id.smb.museum/object/146861/winterkappe-eines-beamten-mit-mutzenknopf,https://recherche.smb.museum/images/24/2409_1200x1200.jpg
Mützenknopf,中国,19. Jh.,Lapislazuli; Messing,Ethnologisches Museum,"Höhe x Durchmesser: 5,3 x 3 cm","Hutknöpfe dieser Art dienten als Rangabzeichen der Beamten (Mandarin) zur Kaiserzeit Chinas. Jedem Beamten-Posten war ein bestimmter Rang zugeordnet. Es gab neun Basis-Ränge, nummeriert von 1 für den höchsten bis 9 für den niedrigsten Rang. Dieser blaue Hutknopf war für&nbsp;Beamte der 4. Klasse.&nbsp; Die Hutknöpfe&nbsp;(auch als Juwel bezeichnet) befanden sich genau auf der Spitze der typischen runden Mandarinhüte und&nbsp;gehörten zur klassischen Amtstracht. Sie bestehen aus je einer Kugel aus echtem Edelstein wie Saphir oder Rubin, um Halbedelsteine wie Bergkristall, Lapislazuli und hellem Opal, aus farblosem oder gefärbtem Glas, Stein, Koralle, Elfenbein, Metall oder auch&nbsp;Silber. Einige sind auf kunstvoll gearbeiteten&nbsp;Metallsockeln angebracht.",https://id.smb.museum/object/146810/mutzenknopf,https://recherche.smb.museum/images/58/5881084_1200x1200.jpg
Mützenknopf,中国,19. Jahrhundert,Messing; Bergkristall,Ethnologisches Museum,"Höhe x Durchmesser: 6,7 x 3,5 cm","Hutknöpfe dieser Art dienten als Rangabzeichen der Beamten (Mandarin) zur Kaiserzeit Chinas. Jedem Beamten-Posten war ein bestimmter Rang zugeordnet. Es gab neun Basis-Ränge, nummeriert von 1 für den höchsten bis 9 für den niedrigsten Rang. Dieser Hutknopf aus Bergkristall war für&nbsp;Beamte der 6. Klasse.&nbsp; Die Hutknöpfe&nbsp;(auch als Juwel bezeichnet) befanden sich genau auf der Spitze der typischen runden Mandarinhüte und&nbsp;gehörten zur klassischen Amtstracht. Sie bestehen aus je einer Kugel aus echtem Edelstein wie Saphir oder Rubin, um Halbedelsteine wie Bergkristall, Lapislazuli und hellem Opal, aus farblosem oder gefärbtem Glas, Stein, Koralle, Elfenbein, Metall oder auch&nbsp;Silber. Einige sind auf kunstvoll gearbeiteten&nbsp;Metallsockeln angebracht.",https://id.smb.museum/object/146814/mutzenknopf,https://recherche.smb.museum/images/58/5881424_1200x1200.jpg
Porträt des Beyile Gangdorji ( - 1767),中国,um 1755,Ölfarben auf Papier,Ethnologisches Museum,"Blattmaß: 70,5 x 55,0 cm,Kartonformat: 72 x 56,4 cm,Höhe x Breite: 71 x 55,5 cm lt. KK","stammt aus dem ""Mongolenpalast"" in Peking; Nr. 5 der Serie der Dörbedfürsten",https://id.smb.museum/object/675665/portrat-des-beyile-gangdorji----1767,https://recherche.smb.museum/images/59/598846_1200x1200.jpg
Schamanentrommel,中国,"20. Jh.(1. Hälfte des), vor 1928","Leder, über Holzrahmen gespannt",Ethnologisches Museum,"Durchmesser: des Rundovals max. 56 cm,Höhe: 5 cm (Rahmenstärke)","Ein leicht ovaler Holzrahmen ist einseitig mit einer Ledermembran  bespannt. Auf der Innenseite sind Lederriemen kreuzartig am Rahmen befestigt. Sie halten im Zentrum zwei Messingringe. Am Innenrand ist ferner eine Stabrassel mit 9 Lochmünzen aus Messing angebracht.

Diese sind überwiegend mit  je 4 Zeichen Chinesisch versehen , verso Manjurisch beschriftet. Diese Trommel ist Bestandteil einer vorhandenen Schamanenausrüstung (vgl. Inv. Nr. I A 4400 f). Walther Stötzner erwarb sie um 1928 für das Berliner Museum während seiner 4. Ostasien-Forschungsreise.- Publ.:  Oppitz, Michael: Trommeln der Schamanen, Zürich (Völkerkundemuseum der Universität), 2007, S. 31. (Kommentar Siegmar Nahser, 2008).

Karteikarte  Musikethn.: Membranophon, einfellige Rahmentrommel (Schamanentrommel)",https://id.smb.museum/object/623089/schamanentrommel,https://recherche.smb.museum/images/13/1352821_1200x1200.jpg
Porträt des Herzogs Dawa,中国,um 1755,Ölfarben auf Papier,Ethnologisches Museum,"Kartonformat: 71,9 x 56,4 cm,Höhe x Breite: 71 x 55,5 cm lt. KK,Blattmaß: 70,5 x 55,0 cm",,https://id.smb.museum/object/675667/portrat-des-herzogs-dawa,https://recherche.smb.museum/images/61/6177117-xl_1200x1200.jpg
Krötengeist Hama Ying,中国,20. Jh.,"Pappmaché, bemalt",Ethnologisches Museum,"Höhe x Breite: 23 x 16,7 cm","Theatermaske des Krötengeistes Hama Ying. Gesichtsmasken der Peking-Oper wurden traditionell direkt auf die Gesichter der Darsteller gemalt. Aus Ton sind sie mittlerweile eine Kunst für sich geworden. Es gibt viele verschiedene Gesichtsmaskentypen für die unterschiedlichen Rollen im Drama. Je nach Muster und Farben können erfahrene Zuschauer unterscheiden, ob die Rolle ein Held oder ein Schurke ist; ob er intelligent oder töricht ist; ob er von anderen geliebt wird oder ob sie sich vor ihm ekeln.",https://id.smb.museum/object/583988/krotengeist-hama-ying,https://recherche.smb.museum/images/59/5954127_1200x1200.jpg
(chin. feng guan 鳯冠),中国,Qing (Mandschu) -Dynastie,"Metallstruktur mit diversen Materialien (Feder, Koralle, Metall, Steine, Textil, Glas)",Ethnologisches Museum,Objektmaß: 23 x 17 x 11 cm,"Die Brautkrone , chin. feng guan besteht aus Federemaille, Metall, Perlen, Steinen und Stoff. Zur Herstellung der Federemaille werden die türkisfarben schillernden Federn des in ganz China heimischen Eisvogels fei-tsúi (Alcedo bengalis), und zwar von den Federn nur die Fahne ohne Kiel, verwendet. 

Die Krone hat die Gestalt einer halbkugeligen Haube, deren hintere Hälfte abgeschnitten ist, so daß sie nur den Vorderkopf bedeckt und bis zur Mitte des Scheitels reicht. Ihren hinteren Rand umläuft ein senkrechtstehendes,   langetikettiertes Band aus gestärktem roten Stoff, das durch ein weitläufiges Messingdrahtgitter versteift wird. Ihren Halt gewinnt sie durch ein Drahtgerüst, das sich zusammensetzt aus einem gepunzten breiten Rand von vergoldetem Messingblech, der menschlichen Stirnform nachgebogen, von dem von der Mitte ausgehend konzentrische Bögen in die Höhe streben, deren Enden auf der Rückseite des Messingbandes durch Doppelösen gezogen und auf diese Weise befestigt sind.
Die Bögen werden durch Querstreben aus Messingdraht untereinander verbunden und geben der Haube ihre Form. Dieses Drahtgerüst ist auf der Innenseite durch ein dünn mit Seidenwatte gefülltes Steppfutter aus Kattun gepolstert, dessen rote Farbe durch Lücken zwischen den Ornamenten hindurchschimmert.
Das Stirnband der Brautkrone wird am unteren Rand durch ein Netzwerk aus Wachsperlen in ""Fischgrätenmuster"" verbreitert. Am Netzwerk befinden sich Perlengehänge mit vierblättrigen Kronen, die tropfenförmige Edelsteine von vier verschiedenen Arten umschließen. Die Außenseite der Brautkrone ist reich mit Ornamenten aus Federemaille bedeckt. Allen Ornamenten liegt neben der Schmuckwirkung eine symbolische Bedeutung zugrunde.
Über dem Stirnband ist eine Gruppe von neun fliegenden Phönixen angeordnet. Alle Vögel halten eine Messingdrahtöse in ihren Schnäbeln, in die ein Perlengehänge lose eingehakt ist. Verschiedene Drachengruppen bilden das Hauptornament auf dem Kopf der Krone. Im Zentrum befindet sich ein Medaillon-Drache ""tuan-lung"", den in zwei übereinanderliegenden Ebenen je zwei gegenständige Drachen krönen. Zwischen den Drachengruppen befinden sich kleine fliegende Phönixe.
Der hochstehende Kronenabschluß, der die langetikettierte Form eines ""Wolken- oder Ju-i-Randes mit Wolkenköpfchen an seinen Enden erhalten hat, trägt sowohl auf seiner Vorder- als auch auf seiner Rückseite ein Dekor verschiedener Ornamentgruppen. Eine Art Ohrgehänge hängt an den Ohren an dem ""Wolkenköpfchen""-Ende der Haubenumrahmung. Es hat die Form eines Blumenkorbes von bauchiger Gestalt mit Bügelhenkel, drei kurzen Füßen und weitgeschwungenem Rand. (Aus: Körner, Brunhild, Baessler-Archiv,1958",https://id.smb.museum/object/751219/chin--feng-guan-%E9%B3%AF%E5%86%A0,https://recherche.smb.museum/images/32/3254396_1200x1200.jpg
Tuschreibstein,中国,19. Jahrhundert,Holz; Stein,Ethnologisches Museum,"Objektmaß: H: 2,6 cm, B: 9,4 cm, L: 12,2 cm",Reibstein (Tusche-) in Holzbehälter,https://id.smb.museum/object/146779/tuschreibstein,https://recherche.smb.museum/images/59/598085_1200x1200.jpg
Votivaugen,中国,,"Textil, Tusche",Ethnologisches Museum,"Höhe x Breite: je ca. 5,2 x 9,3 cm,Gewicht: 16 g",,https://id.smb.museum/object/140594/votivaugen,https://recherche.smb.museum/images/16/1670369_1200x1200.jpg
Medizinfigur,中国,19. Jahrhundert,Elfenbein-Zahn; Holz,Ethnologisches Museum,"Objektmaß: 5,5 x 15,5 x 4 cm,Höhe: 4 cm (Sockel)",weibliche Elfenbeinfigur auf geschnitztem Holzbett.,https://id.smb.museum/object/140606/medizinfigur,https://recherche.smb.museum/images/16/1670392_1200x1200.jpg
Manjughosa,中国,,Holz,Ethnologisches Museum,Objektmaß: 31 x 20 x 10 cm,,https://id.smb.museum/object/140599/manjughosa,https://recherche.smb.museum/images/16/1670384_1200x1200.jpg
Opiumdose,中国,Anfang 20 Jh.,Kupfer; Emaille,Ethnologisches Museum,"Höhe x Durchmesser: 7,9 x 8 cm","Opiumdose aus Kupfer mit Emaildekor (Cloisonné).Zum Ritual des Opiumrauchens gehört eine Vielzahl von möglichen Utensilien: die Opiumlampe, Schachteln, Nadeln, Spatel und andere Gegenstände. Bei reichen Opiumkonsumenten waren die ikonografischen Muster auf diesen Gegenständen aufeinander abgestimmt.",https://id.smb.museum/object/140626/opiumdose,https://recherche.smb.museum/images/56/5669078_1200x1200.jpg
Schuhpaar für Herren,中国,1840 (um),"Leder, Baumwolle, Bastfaser, Seide",Ethnologisches Museum,"Länge: 25,5 cm,Höhe: 9 cm",1 Paar,https://id.smb.museum/object/140630/schuhpaar-fur-herren,https://recherche.smb.museum/images/17/1703799_1200x1200.jpg
Orakelknochen 甲骨文字,中国,Shang-Zeit,Knochen,Ethnologisches Museum,"Objektmaß: L 7,8 cm; B: 6,0 cm",Schulterblattknochen mit Divinationstext (fragment.).,https://id.smb.museum/object/140641/orakelknochen-%E7%94%B2%E9%AA%A8%E6%96%87%E5%AD%97,https://recherche.smb.museum/images/59/598037_1200x1200.jpg
Apotheke,中国,um 1900,"Holz, Metall, Glas",Ethnologisches Museum,"Objektmaß: 31,5 x 31,5 x 31,5 cm (geschlossen),Gewicht: ca. 13,2 kg (4 Gläser fehlen),Objektmaß: 57,5 x 64 x 35 cm (offen)","Eintrag im historischen Hauptkatalog: ""Apotheke eines Arztes, Holzkasten mit Türen, Schubladen; der Deckel aufklappbar, enthüllt goldverzierte Medizinflaschen.""",https://id.smb.museum/object/140600/apotheke,https://recherche.smb.museum/images/50/5039780_1200x1200.jpg
"Fotoalbum Japan, China 1913.",中国,1913,Fotoalbum mit Urushieinband,Ethnologisches Museum,"Objektmaß: 27,5 x 36,5 x 7 cm","Fotoalbum Japan, China 1913.",https://id.smb.museum/object/140404/fotoalbum-japan-china-1913,https://recherche.smb.museum/images/30/3052316_1200x1200.jpg
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),中国,"Yongle-Zeit, dat. 1407 (Bd.b)",Papier; Tusche,Ethnologisches Museum,Höhe x Breite: 50 x 30 cm,"Vermutlich ein Nachdruck der Qing-Zeit, 3 Bände: Yongle dadian.",https://id.smb.museum/object/140384/yongle-dadian--%E6%B0%B8%E6%A8%82%E5%A4%A7%E5%85%B8----a-kap--93-abschnitt-903-904-b-kap-1033-12-doppelseiten-c,https://recherche.smb.museum/images/28/2851947_1200x1200.jpg
算盤,中国,"Qing-zeit, vor 1826",Holz,Ethnologisches Museum,"Objektmaß: 3,2 x 48,5 x 18,5 cm","Nachtrag aus den Akten des Grafen Ross:

(lt. Altkartei):",https://id.smb.museum/object/140639/%E7%AE%97%E7%9B%A4,https://recherche.smb.museum/images/59/598001_1200x1200.jpg
