id,artifactName,artifactName_Chinese,country,relicTime,relicTime_chinese,material,material_Chinese,library,library_Chinese,size,size_Chinese,description,description_Chinese,moreUrl,imageUrl,order_time
35,龙凤纹玉圭形饰,龙凤纹玉圭形饰,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长10.3厘米，宽3.8厘米。,长10.3厘米，宽3.8厘米。,1992年曲沃县北赵村晋侯墓地31号墓出土。置于墓主人腹部，已沁呈褐色。双面刻有形制相同的凤鸟纹和龙纹。凤鸟有冠，弯喙，圆眼，展翅，尾羽上卷，蟠曲回旋至凤喙，凤爪置于龙身；龙身蟠曲，卷鼻，臣字目，吻前有一穿孔，内嵌绿松石。纹饰多以斜切线和较细的阴线相配合的技法，勾勒双线轮廓，颇为精致。,1992年曲沃县北赵村晋侯墓地31号墓出土。置于墓主人腹部，已沁呈褐色。双面刻有形制相同的凤鸟纹和龙纹。凤鸟有冠，弯喙，圆眼，展翅，尾羽上卷，蟠曲回旋至凤喙，凤爪置于龙身；龙身蟠曲，卷鼻，臣字目，吻前有一穿孔，内嵌绿松石。纹饰多以斜切线和较细的阴线相配合的技法，勾勒双线轮廓，颇为精致。,https://www.shanximuseum.com/cms/a/690.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1d147edc1.jpg,35
36,玉人,玉人,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高6.3厘米。,高6.3厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。由头发、身体和腿部三部分组成，有上下直通的穿孔可将三部分串连起来。头发碧玉雕刻，发梢齐额；人体黄褐色圆雕，阔鼻平嘴，耳下有坠饰。以三角等纹饰来表现衣纹。胸前刻对称的圆圈纹，束腰，双臂下垂，下端略呈梯形。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。由头发、身体和腿部三部分组成，有上下直通的穿孔可将三部分串连起来。头发碧玉雕刻，发梢齐额；人体黄褐色圆雕，阔鼻平嘴，耳下有坠饰。以三角等纹饰来表现衣纹。胸前刻对称的圆圈纹，束腰，双臂下垂，下端略呈梯形。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/691.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1ddcb931b.jpg,36
37,玉人,玉人,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高9.1厘米，宽3.3厘米。,高9.1厘米，宽3.3厘米。,1992年曲沃县北赵村晋侯墓地8号墓出土。整体以斜切刀法刻成的阴线勾勒轮廓。浓眉大眼，宽鼻扁嘴。衣高领，领下左侧开短衽，束腰，下呈梯形，中有箭镞形蔽膝，左右脚跟相连，脚尖向外上翘。玉人后脑可见直发，发饰为双龙纹，二龙头下抵肩部，中间镂空，上端卷起形成一穿孔。墓主人为晋献侯。,1992年曲沃县北赵村晋侯墓地8号墓出土。整体以斜切刀法刻成的阴线勾勒轮廓。浓眉大眼，宽鼻扁嘴。衣高领，领下左侧开短衽，束腰，下呈梯形，中有箭镞形蔽膝，左右脚跟相连，脚尖向外上翘。玉人后脑可见直发，发饰为双龙纹，二龙头下抵肩部，中间镂空，上端卷起形成一穿孔。墓主人为晋献侯。,https://www.shanximuseum.com/cms/a/693.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1f6b91b44.jpg,37
38,鸟形玉戈,鸟形玉戈,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长15.9厘米。,长15.9厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。黄褐色，前部为戈，内后为一立鸟，圆眼弯喙，腭下有长肉垂，足爪粗壮，尾羽及地，足下有穿孔。此器纹饰皆用单阴线。晋人崇鸟，鸟形器、鸟形纹，比比皆是。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。黄褐色，前部为戈，内后为一立鸟，圆眼弯喙，腭下有长肉垂，足爪粗壮，尾羽及地，足下有穿孔。此器纹饰皆用单阴线。晋人崇鸟，鸟形器、鸟形纹，比比皆是。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/692.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1e714c9f0.jpg,38
39,玉螳螂,玉螳螂,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长7厘米。,长7厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。白玉片雕，一大一小两只螳螂，大者在上，体态修长，大腹宽尾，曲肢斜伸，以爪抚摩着下面的小螳螂头顶。小者躬身，头尾及地，肢爪屈缩。皆圆眼微凸，腹部呈节状。肢体只用几道单阴线表现，风格简约。学者认为当是雌雄螳螂正在交配的情景。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。白玉片雕，一大一小两只螳螂，大者在上，体态修长，大腹宽尾，曲肢斜伸，以爪抚摩着下面的小螳螂头顶。小者躬身，头尾及地，肢爪屈缩。皆圆眼微凸，腹部呈节状。肢体只用几道单阴线表现，风格简约。学者认为当是雌雄螳螂正在交配的情景。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/697.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e23554a213.jpg,39
40,缀玉覆面,缀玉覆面,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,鼻长8.5厘米，宽3.3厘米。,鼻长8.5厘米，宽3.3厘米。,1993年曲沃县北赵村晋侯墓地62号墓出土。置于墓主头部，由48件形制各异的玉片组成。除周边一圈带平齿的梯形缀片外，皆雕刻有纹饰，多以双阴线琢刻。眉、眼以碧玉制作，玉质上乘。墓主人为晋穆侯夫人。,1993年曲沃县北赵村晋侯墓地62号墓出土。置于墓主头部，由48件形制各异的玉片组成。除周边一圈带平齿的梯形缀片外，皆雕刻有纹饰，多以双阴线琢刻。眉、眼以碧玉制作，玉质上乘。墓主人为晋穆侯夫人。,https://www.shanximuseum.com/cms/a/696.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c17526eb0faf.jpg,40
41,玉牌联珠串饰,玉牌联珠串饰,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,玉牌高8.7厘米，上宽5.6厘米，下宽7.7厘米。,玉牌高8.7厘米，上宽5.6厘米，下宽7.7厘米。,1992年曲沃县北赵村晋侯墓地31号墓出土。出土于墓主人胸部右侧，由玉牌、玉珠、玛瑙珠、料珠组成，共有584件。最上端为3串玛瑙珠下接6串玛瑙珠，系于玉牌上部的6个穿孔，玉牌下部有9个穿孔，系挂9串玉珠、玛瑙珠、料珠组成的珠饰。玉牌呈梯形，正面用双勾法刻有对称的龙纹，线条婉转、流畅。上下穿孔均为侧、背斜钻。墓主人为晋献侯夫人。,1992年曲沃县北赵村晋侯墓地31号墓出土。出土于墓主人胸部右侧，由玉牌、玉珠、玛瑙珠、料珠组成，共有584件。最上端为3串玛瑙珠下接6串玛瑙珠，系于玉牌上部的6个穿孔，玉牌下部有9个穿孔，系挂9串玉珠、玛瑙珠、料珠组成的珠饰。玉牌呈梯形，正面用双勾法刻有对称的龙纹，线条婉转、流畅。上下穿孔均为侧、背斜钻。墓主人为晋献侯夫人。,https://www.shanximuseum.com/cms/a/700.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e265e8bdfe.jpg,41
42,人首神兽纹玉戈,人首神兽纹玉戈,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长36.2厘米。,长36.2厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。内部两面雕刻相同的纹饰，以双勾技法为主。侧面人首神兽形象，头披长发，大耳圆鼻，臣字目，大獠牙，长髯及足，利爪长尾。头发丝线雕琢精细，每毫米并列5～6条。此戈纹饰题材诡异，雕琢技艺高超。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。内部两面雕刻相同的纹饰，以双勾技法为主。侧面人首神兽形象，头披长发，大耳圆鼻，臣字目，大獠牙，长髯及足，利爪长尾。头发丝线雕琢精细，每毫米并列5～6条。此戈纹饰题材诡异，雕琢技艺高超。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/698.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e247ed0b95.jpg,42
43,玉马,玉马,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高5厘米，宽7.7厘米。,高5厘米，宽7.7厘米。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。灰白色圆雕。马安详经历，颈项粗壮，鼻翼翕张，胸肌略鼓，臀腹紧圆，颇符解剖原理。婉转柔和的双勾阴线云纹表现马的肌理轮廓，兼具写实与装饰之美。惜耳、尾有残。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。灰白色圆雕。马安详经历，颈项粗壮，鼻翼翕张，胸肌略鼓，臀腹紧圆，颇符解剖原理。婉转柔和的双勾阴线云纹表现马的肌理轮廓，兼具写实与装饰之美。惜耳、尾有残。,https://www.shanximuseum.com/cms/a/711.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e2dfc1c0bf.jpg,43
44,玉鹿,玉鹿,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高8.3厘米，宽5.9厘米。,高8.3厘米，宽5.9厘米。,1993年曲沃县北赵村晋侯墓地63号墓出土。黄褐色，扁体片状。呈站立状。长角粗壮，分两杈向左右平展，前杈上扬，卷成两个大圆孔，后杈向后勾曲。臣字目，大耳，吻部前突，前胸挺出，后背拱起，短尾，体态丰润，蹄趾明显。体肌以两道圆弧线表现，简练明快。后肢前曲，表现了鹿昂首观望，蓄势待发的神态，富有活力。墓主人为晋穆侯次夫人。,1993年曲沃县北赵村晋侯墓地63号墓出土。黄褐色，扁体片状。呈站立状。长角粗壮，分两杈向左右平展，前杈上扬，卷成两个大圆孔，后杈向后勾曲。臣字目，大耳，吻部前突，前胸挺出，后背拱起，短尾，体态丰润，蹄趾明显。体肌以两道圆弧线表现，简练明快。后肢前曲，表现了鹿昂首观望，蓄势待发的神态，富有活力。墓主人为晋穆侯次夫人。,https://www.shanximuseum.com/cms/a/701.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/15/s5c14ccd66f0e4.png,44
45,玉羊,玉羊,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高2.5厘米，长5厘米。,高2.5厘米，长5厘米。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。青白玉圆雕，羊卧伏回首，大角内卷。造型简练生动。头、背、尾有隆起的棱脊，极具装饰效果和写意风格。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。青白玉圆雕，羊卧伏回首，大角内卷。造型简练生动。头、背、尾有隆起的棱脊，极具装饰效果和写意风格。,https://www.shanximuseum.com/cms/a/710.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e2d15f0256.jpg,45
46,六璜联珠串饰,六璜联珠串饰,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,最大璜长16厘米,最大璜长16厘米,1992年曲沃县北赵村晋侯墓地31号墓出土。出土于墓主的胸部，上端过颈，下端至腹部以下，共有408件。由绿色料珠、红色玛瑙珠串连接6件玉璜，自上而下第1、2件，呈白色，刻有镂空龙纹，第3、4件饰龙纹，第6件玉质透亮，色白微黄，刻有镂空龙纹。墓主人为晋献侯夫人。,1992年曲沃县北赵村晋侯墓地31号墓出土。出土于墓主的胸部，上端过颈，下端至腹部以下，共有408件。由绿色料珠、红色玛瑙珠串连接6件玉璜，自上而下第1、2件，呈白色，刻有镂空龙纹，第3、4件饰龙纹，第6件玉质透亮，色白微黄，刻有镂空龙纹。墓主人为晋献侯夫人。,https://www.shanximuseum.com/cms/a/699.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e259562aee.jpg,46
47,玉组佩,玉组佩,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,最大璜长15.8厘米。,最大璜长15.8厘米。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。由玉璜、玉珩、玉管、料珠、玛瑙管等组成，共有204件。整个玉组佩展开长达2米，纹饰多用双勾技法，工艺精湛。下端2件玉雁昂首展翅，生动活泼。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。由玉璜、玉珩、玉管、料珠、玛瑙管等组成，共有204件。整个玉组佩展开长达2米，纹饰多用双勾技法，工艺精湛。下端2件玉雁昂首展翅，生动活泼。,https://www.shanximuseum.com/cms/a/709.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c1749f3eab78.jpg,47
48,猴形玉饰,猴形玉饰,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高9.4厘米。,高9.4厘米。,1994年曲沃县北赵村出土。出于晋侯墓地102号墓。共2件，形制相同，均双面雕刻。上为一龙，张口下接猴首，岐尾上扬。猴五官清晰，表情肃穆，挺胸蹲立。造型奇特别致，寓意深奥难解。,1994年曲沃县北赵村出土。出于晋侯墓地102号墓。共2件，形制相同，均双面雕刻。上为一龙，张口下接猴首，岐尾上扬。猴五官清晰，表情肃穆，挺胸蹲立。造型奇特别致，寓意深奥难解。,https://www.shanximuseum.com/cms/a/706.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e2a6dd151d.jpg,48
49,人龙形玉饰,人龙形玉饰,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高2.9厘米，长4.5厘米。,高2.9厘米，长4.5厘米。,1992年曲沃县北赵村出土。出于晋侯墓地31号墓。置于墓主腹部。两面纹饰相同，皆为双勾加单刻阴线，并运用了透雕技法。内容应与神话传说有关，云冠羽人似在导引前行，龙作回首状。,1992年曲沃县北赵村出土。出于晋侯墓地31号墓。置于墓主腹部。两面纹饰相同，皆为双勾加单刻阴线，并运用了透雕技法。内容应与神话传说有关，云冠羽人似在导引前行，龙作回首状。,https://www.shanximuseum.com/cms/a/708.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c17506fb9c18.jpg,49
50,人形玉璜,人形玉璜,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,长9.2厘米。,长9.2厘米。,1992年曲沃县北赵村出土。出于晋侯墓地31号墓。双面纹饰相同，双勾琢刻。一端为人首形，眼晕简略。另一端残缺，有穿孔。,1992年曲沃县北赵村出土。出于晋侯墓地31号墓。双面纹饰相同，双勾琢刻。一端为人首形，眼晕简略。另一端残缺，有穿孔。,https://www.shanximuseum.com/cms/a/707.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e2b2365aad.jpg,50
51,玉牛,玉牛,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,高3.7厘米，长7.1厘米。,高3.7厘米，长7.1厘米。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。黄褐色半圆雕。牛身体后坐，引颈前视，大眼有神，口微张，神态似害怕又好奇。下唇有穿孔，尖角后弯，肌体肥硕，似为水牛犊。阴线刻划，非常简练。商周玉牛卧伏式居多，站立式样较少。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。黄褐色半圆雕。牛身体后坐，引颈前视，大眼有神，口微张，神态似害怕又好奇。下唇有穿孔，尖角后弯，肌体肥硕，似为水牛犊。阴线刻划，非常简练。商周玉牛卧伏式居多，站立式样较少。,https://www.shanximuseum.com/cms/a/712.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e2e949496a.jpg,51
52,玉罍,玉罍,中国,西周,西周,玉,玉,山西博物馆,山西博物馆,通高6.2厘米。,通高6.2厘米。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。深绿色圆雕，无底。与玉人、熊、牛、鹰等同出于椁室一青铜方盒，可能是墓主生前的玩物。造型雅致，肩饰阴线长尾凤鸟纹，腹浮雕火纹间以四瓣目纹。器型与纹饰均仿自青铜器，甚为稀见。,1993年曲沃县北赵村出土。出于晋侯墓地63号墓。深绿色圆雕，无底。与玉人、熊、牛、鹰等同出于椁室一青铜方盒，可能是墓主生前的玩物。造型雅致，肩饰阴线长尾凤鸟纹，腹浮雕火纹间以四瓣目纹。器型与纹饰均仿自青铜器，甚为稀见。,https://www.shanximuseum.com/cms/a/713.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e2f29c2a78.jpg,52
