artifact_name,artifact_country,artifact_library,artifact_time,artifact_size,artifact_category,artifact_image,artifact_url,artifact_description
金钑花钏、金镶宝石镯,中国,湖北博物馆,,"长12.5, 圈径6.5-6.7cm, 重295.2g, 长13.8, 圈径6.5-7.5cm, 重292.4g, 镯高2.6, 直径6.2cm",金、银器,https://img.cjyun.org/a/10695/202301/ab770e6c4b61c309304b2d0675b4eae1.jpeg,http://hbsbwg.cjyun.org/jyq/p/5407.html,花钏右长12.5，圈径6.5-6.7cm，重295.2g 花钏左长13.8，圈径6.5-7.5cm，重292.4g 镯高2.6、直径6.2cm。左存嵌宝石6颗（红宝石3颗、蓝宝石2颗、绿色东陵石1颗）：右存嵌宝石7颗（红宝石4颗、蓝宝石2颗、祖母绿1颗）》
金镶宝石戒指,中国,湖北博物馆,,"直径1.9cm, 直径2cm, 直径1.9cm",金、银器,https://img.cjyun.org/a/10695/202301/683e78267126563c1a3b1942d8a41737.jpeg,http://hbsbwg.cjyun.org/jyq/p/5408.html,左直径1.9cm，戒面镶嵌红宝石1颗 中直径2cm，戒面镶嵌蓝宝石和桃红色尖晶石各1颗，小托嵌1颗 左直径1.9cm，戒面镶嵌绿松石1颗
金梵文种子,中国,湖北博物馆,,,金、银器,https://img.cjyun.org/a/10695/202301/788298e5c248e1a5c3bb11003acdb158.jpeg,http://hbsbwg.cjyun.org/jyq/p/5416.html,音吽，为梵文种子字，象征密教本尊毗卢遮那。
金镶青白玉龙纹绦环,中国,湖北博物馆,,"通长11.3, 中宽6.7cm, 重284.9g",金、银器,https://img.cjyun.org/a/10695/202301/101b7e0586c678da8ae1a840eaf484dd.jpeg,http://hbsbwg.cjyun.org/jyq/p/5395.html,通长11.3、中宽6.7cm，重284.9g 绦环由中心方和左右小方3个金镶带銙组成，是绦带上的带头。所镶嵌的玉龙饰为青白玉质，表面有水锈沁，其中心方为厚水锈。
金镶青白玉龙纹绦环,中国,湖北博物馆,,"通长9.4, 中宽6cm, 重221.8g",金、银器,https://img.cjyun.org/a/10695/202301/d173bbacc6a82ee6a739e4a8cd2f8814.jpeg,http://hbsbwg.cjyun.org/jyq/p/5396.html,通长9.4、中宽6cm，重221.8g 所镶嵌的玉龙饰为青白玉质，表面有厚水锈。中心方的龙纹只见其身不见其首，而左、右小方则只有牡丹而无龙，工艺较粗糙。
桃形金累丝镶宝石簪,中国,湖北博物馆,,"长14.7, 头宽3.8cm, 重30.1g, 长13.9, 头宽3.7cm, 重29.4g",金、银器,https://img.cjyun.org/a/10695/202301/c2d03a828ac4489b06b29b161efd5827.jpeg,http://hbsbwg.cjyun.org/jyq/p/5400.html,左长14.7、头宽3.8cm，重30.1g，存镶宝石4颗 右长13.9、头宽3.7cm，重29.4g，存镶宝石4颗 倒插，用以压鬓。
金环白玉葫芦饰,中国,湖北博物馆,,"均高2.7, 腹径1.4cm",金、银器,https://img.cjyun.org/a/10695/202301/e4de349ed7734b10f799cf73390ee046.jpeg,http://hbsbwg.cjyun.org/jyq/p/5405.html,均高2.7、腹径1.4cm 元明时期流行葫芦形耳坠，此物出自法器箱内，或为耳坠。
金镶宝石绦环,中国,湖北博物馆,,"通长13.4, 中宽7cm, 重198.3g",金、银器,https://img.cjyun.org/a/10695/202301/bd12f92e96c001174681a5e9d1b24e94.jpeg,http://hbsbwg.cjyun.org/jyq/p/5397.html,通长13.4、中宽7cm，重198.3g 金带銙中心托镶嵌髹器骨片或木片，小托则镶嵌宝石，共存镶宝石14颗；其中，红宝石6颗，蓝宝石3颗、祖母绿宝石4颗、东陵石1颗。
白玉鹘捕鹅带,中国,湖北博物馆,,总重365.2g,金、银器,https://img.cjyun.org/a/10695/202301/2a682fcbcc1592aff5256b889af903c0.jpeg,http://hbsbwg.cjyun.org/jyq/p/5393.html,由15件带饰组成，总重365.2g。这条玉带是迄今为止唯一的一条完整的白玉鹘捕鹅带。
骨佛珠,中国,湖北博物馆,,"复原通长16.4cm, 重35g",金、银器,https://img.cjyun.org/a/10695/202301/f046f6b6d2633fa9b8615ffbd02e9b0c.jpeg,http://hbsbwg.cjyun.org/jyq/p/5417.html,复原通长16.4cm，重35g 由“二珠式”金佛头1个、骨数珠27颗、小金轮（隔轮）28件组成。
金镂空凤纹坠,中国,湖北博物馆,,"通长14.2, 高10.2, 宽7.8cm, 重72.4g",金、银器,https://img.cjyun.org/a/10695/202301/d756400f6595afd98c64a68fa0ce634a.jpeg,http://hbsbwg.cjyun.org/jyq/p/5409.html,通长14.2、体高10.2、宽7.8cm，重72.4g 器钩内壁有“随驾银作局宣德柒年拾贰月内造柒成色金壹两玖钱”铭文。金镂空凤纹坠是贵妇霞帔的坠饰。
串缀珠宝金耳环,中国,湖北博物馆,,"通高5.5, 通宽4, 钩长5.7cm, 分别重13.8",金、银器,https://img.cjyun.org/a/10695/202301/867dc6fbe87603a62b1970e9fbb81389.jpeg,http://hbsbwg.cjyun.org/jyq/p/5404.html,通高5.5，通宽4，钩长5.7cm，分别重13.8、14g 两环各串缀珍珠宝石各4颗。
金花簪,中国,湖北博物馆,,"长13.4, 宽10cm, 重60g",金、银器,https://img.cjyun.org/a/10695/202301/5645333a4921b672274a2b2649bf6640.jpeg,http://hbsbwg.cjyun.org/jyq/p/4831.html,长13.4，簪头花瓣宽10cm，重60g
金匕、金漏勺、金箸,中国,湖北博物馆,,"全长26, 宽4.1cm, 重94.2g, 长15.4, 勺宽2.9cm, 重13.4g, 长24cm, 重117.2g",金、银器,https://img.cjyun.org/a/10695/202301/3d1c5f2641ccee7f6ad04687571f6cb9.jpeg,http://hbsbwg.cjyun.org/jyq/p/4775.html,金匕（上）：全长26，匕身宽4.1cm，重94.2g 金漏勺（中）：长15.4，勺宽2.9cm，重13.4g 金箸（下）.：长24cm，重117.2g
金壶、金爵,中国,湖北博物馆,,"金壶高26.4, 口径6.4, 径9.2, 壁厚0.1cm, 重868.4g, 金爵高10, 流尾长10.2, 中宽4, 壁厚0.1cm, 重162.7g",金、银器,https://img.cjyun.org/a/10695/202301/06dc6409eab75c8ab357d536a539cd21.jpeg,http://hbsbwg.cjyun.org/jyq/p/4757.html,金壶高26.4，口径6.4，足径9.2，壁厚0.1cm，重868.4g 金爵高10，流尾长10.2，中宽4，壁厚0.1cm，重162.7g
金翅鸟神像,中国,湖北博物馆,,"直径4.6cm, 重13.8g",金、银器,https://img.cjyun.org/a/10695/202301/6c8609f9543cd178c10d58e8d6e6135c.jpeg,http://hbsbwg.cjyun.org/jyq/p/4854.html,直径4.6cm，重13.8g
金法戒,中国,湖北博物馆,,"直径2.6cm, 重18.7g",金、银器,https://img.cjyun.org/a/10695/202301/5bd476c73e453368359daf3113887593.jpeg,http://hbsbwg.cjyun.org/jyq/p/4846.html,指环直径2.6cm，重18.7g
银锭,中国,湖北博物馆,,"长14.8, 端宽10.8-11, 端高5-5.2cm, 重1865.9g, 长15.4, 端宽10.7-11, 端高5-5.2cm, 重1869.3g",金、银器,https://img.cjyun.org/a/10695/202301/f44b35d1e82f81ce183d87859ea4490a.jpeg,http://hbsbwg.cjyun.org/jyq/p/4785.html,左长14.8，端宽10.8-11，端高5-5.2cm，重1865.9g 右长15.4，端宽10.7-11，端高5-5.2cm，重1869.3g
金锭,中国,湖北博物馆,,"长13, 宽9.8, 厚1cm, 重1937g, 长14, 宽10, 厚0.8cm, 重1874.3g",金、银器,https://img.cjyun.org/a/10695/202301/a102f4ec8d8f543d9dd3b8060169c2fb.jpeg,http://hbsbwg.cjyun.org/jyq/p/4779.html,左长13，宽9.8，厚1cm，重1937g 右长14，宽10，厚0.8cm，重1874.3g
金凤簪,中国,湖北博物馆,,"长23.5cm, 重95g, 长24cm, 重94.6g",金、银器,https://img.cjyun.org/a/10695/202301/905a2b9af6d382dcb0a8531acbf46a91.jpeg,http://hbsbwg.cjyun.org/jyq/p/4824.html,左长23.5cm，重95g 右长24cm，重94.6g
银筒形瓶,中国,湖北博物馆,,"高13.7, 口径5, 底径8.3cm, 重290.7g",金、银器,https://img.cjyun.org/a/10695/202301/a4be21725249ae900b22f9efe2de9560.jpeg,http://hbsbwg.cjyun.org/jyq/p/4795.html,高13.7，口径5，底径8.3cm，重290.7g
金细花,中国,湖北博物馆,,"直径1.5-1.6, 厚0.1cm, 总重19.5g",金、银器,https://img.cjyun.org/a/10695/202301/ecbf8eca7240828361e7f7dc274079c1.jpeg,http://hbsbwg.cjyun.org/jyq/p/4803.html,直径1.5-1.6，厚0.1cm，总重19.5g
金累丝镶宝石青玉镂空香瓜簪,中国,湖北博物馆,,"长 16, 头宽 6.8cm, 重 31.1g, 长 13.3, 头宽 6.4cm, 重 30.3g",金、银器,https://img.cjyun.org/a/10695/202301/55c9f7cabba6d60c25946f541683503d.jpeg,http://hbsbwg.cjyun.org/jyq/p/5346.html,左长 16 ，头宽 6.8cm ，重 31.1g ，存镶宝石 12 颗 右长 13.3 ，头宽 6.4cm ，重 30.3g 存镶宝石 11 颗，“直插式”簪
镀金铜龛阿弧陀跏趺神像,中国,湖北博物馆,,"高3.8, 龛长2.8, 宽2cm, 重38.3g",金、银器,https://img.cjyun.org/a/10695/202301/167d86c456439ee6e5c575cad2c44cea.jpeg,http://hbsbwg.cjyun.org/jyq/p/5415.html,高3.8、龛长2.8、宽2cm、重38.3g 该佛龛为藏密的“嘎乌”，即男性护身符。同时出土时有簪，原可能置于帽顶上。
金盆,中国,湖北博物馆,,"高7.5, 口径41, 底径28cm, 重1700.2g",金、银器,https://img.cjyun.org/a/10695/202301/68e23702bbb43f5b80759232f17bedb6.jpeg,http://hbsbwg.cjyun.org/jyq/p/4768.html,高7.5，口径41，底径28cm，重1700.2g
金盂,中国,湖北博物馆,,"高5.2, 口径15.6, 底径10.5cm, 重364g",金、银器,https://img.cjyun.org/a/10695/202301/68a11a7225064343749abf7e6f84ecfc.jpeg,http://hbsbwg.cjyun.org/jyq/p/4771.html,高5.2，口径15.6，底径10.5cm，重364g
金钱,中国,湖北博物馆,,"直径6.1, 厚约0.02cm, 重9.2-12.7g",金、银器,https://img.cjyun.org/a/10695/202301/90c6f2d5d2020af60eba3ff09e50c01a.jpeg,http://hbsbwg.cjyun.org/jyq/p/4789.html,直径6.1，厚约0.02cm，重9.2-12.7g
金累丝镶宝石带,中国,湖北博物馆,,共重641.9g,金、银器,https://img.cjyun.org/a/10695/202301/99d08f74608647032a5a37d9c9a486f4.jpeg,http://hbsbwg.cjyun.org/jyq/p/4843.html,由24件金累丝镶宝石带銙和2件金带扣及1件脱落的金插销组成，共重641.9g。
金镶青白玉镂空龙穿牡丹纹带,中国,湖北博物馆,,共重1011.4g,金、银器,https://img.cjyun.org/a/10695/202301/8174b36b04ccc3ce9147e519d6a71c51.jpeg,http://hbsbwg.cjyun.org/jyq/p/4845.html,由20件金镶白玉镂空带銙和2件金带扣组成，共重1011.4g。
金时轮金刚曼茶罗咒牌,中国,湖北博物馆,,"直径5.3cm, 重9.3g",金、银器,https://img.cjyun.org/a/10695/202301/f073da07fb5bf986081e46d43b544ecf.jpeg,http://hbsbwg.cjyun.org/jyq/p/4851.html,直径5.3cm，重9.3g
梯形金累丝镶宝石簪,中国,湖北博物馆,,"长 15.3, 头宽 3cm, 重 32.6g, 长 15.8, 头宽 3cm, 重 33.8g",金、银器,https://img.cjyun.org/a/10695/202301/5c98217ba81c62add58b12103bd6bb80.jpeg,http://hbsbwg.cjyun.org/jyq/p/5347.html,左长 15.3 ，头宽 3cm ，重 32.6g ，存镶宝石 3 颗 右长 15.8 ，头宽 3cm ，重 33.8g ，存镶宝石 3 颗
青龙葵花带,中国,湖北博物馆,,总重88.8g,金、银器,https://img.cjyun.org.cn/a/10695/202301/aa68b82935d765a5e1d0ab733fa1ee59.jpeg,http://hbsbwg.cjyun.org/jyq/p/5394.html,由9件玉带銙和6件金饰组成，总重88.8g。9件玉带銙为一块玉料切割分雕而成。这条玉束带在目前尚属唯一的窄束带。
梅花形金簪,中国,湖北博物馆,,"长16.8cm, 重28.6g",金、银器,https://img.cjyun.org/a/10695/202301/ea15760e64c36b3337b24189a1b08596.jpeg,http://hbsbwg.cjyun.org/jyq/p/5402.html,长16.8cm、重28.6g 属“直插式”簪
玉珠坠饰,中国,湖北博物馆,,"通长2.8cm, 重15.7g, 直径1.6cm, 重51.1g, 通高3.5, 直径1.4cm, 重17.7g",金、银器,https://img.cjyun.org/a/10695/202301/3d358f5061bf2d8cf2331a91d89143b6.jpeg,http://hbsbwg.cjyun.org/jyq/p/5403.html,上中金镶辰砂石坠，通长2.8cm，重15.7g 中蓝玻璃珠，直径1.6cm，重51.1g 上左，右金蒂玉榄坠，通高3.5、榄直径1.4cm，重17.7g
云形头金钩,中国,湖北博物馆,,"分别长6.7, 钩头宽3cm, 分别重18.7",金、银器,https://img.cjyun.org/a/10695/202301/faa8b4ca13ceb334c581e7fd45710e76.jpeg,http://hbsbwg.cjyun.org/jyq/p/5410.html,分别长6.7、5.8、钩头宽3cm，分别重18.7、18.8g 云形钩头呈如意云形，上有三组呈“品”字形分布的小穿孔，每组2孔。
金扣,中国,湖北博物馆,,"长3.3, 径1.6cm, 重7g, 长3.2, 宽1.9cm, 重5g",金、银器,https://img.cjyun.org/a/10695/202301/1b7d0398bdc4cb16f7177f128199c352.jpeg,http://hbsbwg.cjyun.org/jyq/p/5411.html,圆扣长3.3、扣径1.6cm，重7g 花扣长3.2、宽1.9cm，重5g 扣面分圆、花瓣形两种，扣两端均有4个针眼。扣合时，子扣插入母扣得长方穿孔内。
金镊子、金耳勺、金牙签,中国,湖北博物馆,,"长4.6cm, 长4.5cm, 长4.3cm, 总重9.6g",金、银器,https://img.cjyun.org/a/10695/202301/50826727e201e1abd40471411e530291.jpeg,http://hbsbwg.cjyun.org/jyq/p/5412.html,耳勺长4.6cm，签长4.5cm、镊长4.3cm 总重9.6g 耳勺、牙签、镊子为一套，尾端各衔一金环。三者是古人（无论男女)随身佩带的常用的器物，明代渐渐固定组合，俗称“三事儿”。通常拴于汗巾角。
菱形纹铜镜,中国,湖北博物馆,战国,直径21.2cm,青铜器,https://img.cjyun.org.cn/a/10695/202404/f6fb94ecf5015c2e0f5fe472e0747c1d.jpeg,http://hbsbwg.cjyun.org/qtq/p/5156.html,战国，直径21.2cm，1973年宜昌前坪23号墓出土
圜钱,中国,湖北博物馆,,"直径 4.2cm, 直径 3.5cm, 直径2.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/242c38c5be768751c9133fc18c172cb9.jpeg,http://hbsbwg.cjyun.org/qtq/p/5164.html,“共”字圜钱，战国，直径 4.2cm 秦半两，秦，直径 3.5cm 五铢钱，汉，直径2.5cm
布币,中国,湖北博物馆,战国,"布长6.5, 宽3.8cm, 布长4.7, 宽2.5cm",青铜器,https://img.cjyun.org/a/10695/202301/c0d71a0db0d8538fd3def9e874d944d8.jpeg,http://hbsbwg.cjyun.org/qtq/p/5165.html,战国，安邑釿布长6.5、宽3.8cm，安阳布长4.7、宽2.5cm
刀币,中国,湖北博物馆,战国,"长13.8, 宽1.6cm, 长18.2, 宽3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/1cee940490f0c1dcca9bb96ef8697813.jpeg,http://hbsbwg.cjyun.org/qtq/p/5166.html,战国，眀刀长13.8、宽1.6cm，三字刀长18.2、宽3cm
“之”圆铜印,中国,湖北博物馆,秦,"通高1.1, 直径1.3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/0c2603413ce3b15342421fc8ee3706f7.jpeg,http://hbsbwg.cjyun.org/qtq/p/5167.html,秦，通高1.1、直径1.3cm
“尔”方铜印,中国,湖北博物馆,秦,"通高0.6, 长1.2, 宽1.1cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/81249c2e01cb64fda53385d189fc44a8.jpeg,http://hbsbwg.cjyun.org/qtq/p/5168.html,秦，通高0.6、长1.2、宽1.1cm
“臣奴”二面穿带方铜印,中国,湖北博物馆,汉,"通高0.5, 长1.5, 宽1.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/b73bc7b33524e1ec838e65bc07774a8d.png,http://hbsbwg.cjyun.org/qtq/p/5170.html,汉，通高0.5、长1.5、宽1.5cm
“于政之印”方铜印,中国,湖北博物馆,汉,"通高1.5, 长1.7, 宽1.7cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/5d0baf8dbb2b8752e3c2fb5bdcd66e18.jpeg,http://hbsbwg.cjyun.org/qtq/p/5169.html,汉，通高1.5、长1.7、宽1.7cm
铜斧、铜斫,中国,湖北博物馆,,"长21.2, 刃宽9.6cm, 长27.2, 刃宽11.2, 銎口长9.6, 宽1.6cm",青铜器,https://img.cjyun.org/a/10695/202301/61b0c3721102e05d738a2130064e0ff6.jpeg,http://hbsbwg.cjyun.org/qtq/p/5482.html,左：铜斧 长21.2、刃宽9.6cm 右：铜斫 长27.2、刃宽11.2、銎口长9.6、宽1.6cm
豕鑐鼎,中国,湖北博物馆,,"高42, 口径53cm",青铜器,https://img.cjyun.org/a/10695/202301/1b08bde5b4ba546aa3a7a4d987b6d886.jpeg,http://hbsbwg.cjyun.org/qtq/p/4719.html,战国，高42，口径53cm，1986年荆门包山2号墓出土。
曾侯乙编钟,中国,湖北博物馆,,,青铜器,https://img.cjyun.org.cn/a/10695/202404/017b9caef137061e18c6c10b806627bb.jpeg,http://hbsbwg.cjyun.org/qtq/p/4691.html,曾侯乙编钟
大铜斧,中国,湖北博物馆,,"高40, 刃宽43, 銎径11-15cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/1060529bb6086a5aa39bb1ab90be87e4.jpeg,http://hbsbwg.cjyun.org/qtq/p/4718.html,高40，刃宽43，銎径11-15cm，大冶吴天铺村农民交（在铜录山挖孔雀石掘出）
牛鑐鼎,中国,湖北博物馆,,"高75.2, 口径63.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/7c5233df9cb3f35115a05924441263bd.jpeg,http://hbsbwg.cjyun.org/qtq/p/4721.html,战国，高75.2，口径63.4cm，1986年荆门包山2号墓出土。
平底升鼎,中国,湖北博物馆,战国,"高38.4, 口径39cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/d1f15a3d4d689779eb139ea74cb4364a.jpeg,http://hbsbwg.cjyun.org/qtq/p/4725.html,战国，高38.4口径39cm，1986年荆门包山2号墓出土。
环钮铁足鼎,中国,湖北博物馆,战国,"高22.1, 口径15cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/c5f5a3c7375f2769c674d0375ff643b0.jpeg,http://hbsbwg.cjyun.org/qtq/p/4727.html,战国，高22.1，口径15cm，1986年荆门包山2号墓出土。
汤鼎,中国,湖北博物馆,,"通宽29, 高26.2, 口径12.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/dff0101f1c1bc21d7550bab4a792d86a.jpeg,http://hbsbwg.cjyun.org/qtq/p/4729.html,战国，通宽29，高26.2，口径12.4cm，1965年江陵望山1号墓出土。
盉,中国,湖北博物馆,,"高22.6, 口径7.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/c080616b1f78bb8ca1efd3a3c4e38dbd.jpeg,http://hbsbwg.cjyun.org/qtq/p/4749.html,战国，高22.6口径7.4cm，1986年江陵望山1号墓出土。
簋,中国,湖北博物馆,,"高18.4, 径20.7cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/682eca4ec5f8564527058201c7135bdb.jpeg,http://hbsbwg.cjyun.org/qtq/p/4742.html,春秋，高18.4径20.7cm，1975年当阳金家山9号墓出土。
敦,中国,湖北博物馆,战国,"高25.5, 口径19.6cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/cdf9d4a5e2428cc45da94189cfe01011.jpeg,http://hbsbwg.cjyun.org/qtq/p/4760.html,战国，高25.5口径19.6cm，1965年江陵望山1号墓出土。
嵌错龙纹铜壶,中国,湖北博物馆,战国,"高22.5, 口径9.9cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/6812ead923fcb07653b4ae957ca5e118.jpeg,http://hbsbwg.cjyun.org/qtq/p/5069.html,战国，高22.5口径9.9cm，1986年荆门包山2号墓出土
